"Sub.Num"	"name"	"name_n"	"name_sd"	"onomatopoeic word"	"onomatopoeic word_n"	"onomatopoeic word_sd"	"vocalization"	"vocalization_n"	"vocalization_sd"
"6612"	0.336929600194752	7	0.325473418953375	0.271895496677801	6	0.240921426145872	0.672108013547964	12	0.207465129428362
"7383"	0.875688578652057	14	0.149950524668484	0.8177942509952	7	0.194786892102201	0.666020818961317	11	0.335131848153008
"7409"	0.59319522808491	8	0.248632695104128	0.585791861585839	3	0.203523477249399	0.772941108810674	6	0.179568130136218
"7435"	0.487331148760533	10	0.268567821105101	0.641682145505024	8	0.402832495371737	0.632983648686276	11	0.272475106779336
"7462"	0.707210739754094	7	0.27985381988957	0.675326504057479	7	0.184032576260882	0.832390460259615	10	0.19180839240357
"7471"	0.7305905362728	6	0.195378093714079	0.917096388564739	7	0.118441690378774	0.777728272868897	13	0.229926676965492
"7505"	0.769929742225806	8	0.193557265519124	0.75762181481306	6	0.342691655960437	0.619745554061241	7	0.335943767054115
"7508"	0.607536449399657	9	0.406869211798032	0.783280558972078	6	0.276687595947579	0.695234790939675	10	0.276085268707098
"7549"	0.687848932676519	5	0.336243017289822	0.96	4	0.08	0.58428188793475	12	0.391840559628407
"7573"	0.80817085407988	7	0.261013155696473	0.820729355468653	7	0.105526605542628	0.754270322862682	14	0.152292430131891
"7633"	0.60746930368642	6	0.267663820955145	0.678163889925355	7	0.150502701104173	0.653927138515076	10	0.21305425921793
"7669"	0.703884026422685	5	0.299815367876526	0.616603781635112	7	0.234832462334154	0.558979121790716	15	0.365529642102046
"7693"	0.487720935994132	4	0.20738602244299	0.340472467247769	5	0.134417598027883	0.352043949789458	7	0.276929636499982
"7713"	0.459171938968426	6	0.308934569163495	0.666968354644038	5	0.25651148002705	0.504199972796718	16	0.346296919340106
"7732"	0.630405902520719	8	0.205267124570305	0.573492220630114	8	0.298723536720376	0.604092741687733	15	0.352769016735619
"7751"	0.813755199049317	4	0.233015314345067	0.456691546251328	4	0.266440044982893	0.777400158860372	7	0.218501773750907
"7771"	0.779386151135179	6	0.0921865327345856	0.559458335371024	7	0.394738551029662	0.597999403160215	13	0.307969439625331
"7816"	0.620295300677021	5	0.217747262290947	0.556216150870406	5	0.317388989980633	0.549368637003448	7	0.27461152339295
"8081"	0.489795918367347	1	NA	0.410714285714286	2	0.1599408195541	0.608354297113196	7	0.300180591510007
