"Sub.Num"	"name FN"	"name FN_n"	"name FN_sd"	"name NF"	"name NF_n"	"name NF_sd"	"vocalization FN"	"vocalization FN_n"	"vocalization FN_sd"	"vocalization NF"	"vocalization NF_n"	"vocalization NF_sd"
"6612"	0.18313251721281	4	0.236315218626673	0.163784664726446	4	0.111826872584087	0.511100417829146	6	0.268601635988196	0.632983413948526	8	0.351314815144636
"7383"	NA	NA	NA	NA	NA	NA	0.572267713055371	7	0.354292610966315	0.821525492686038	7	0.199097462172962
"7409"	NA	NA	NA	NA	NA	NA	0.701128933164568	7	0.325354766592174	0.724001876723186	8	0.240167575426438
"7435"	NA	NA	NA	NA	NA	NA	0.697173555163153	8	0.344180830799107	0.659699131714057	7	0.268829941025693
"7462"	0.589454721114557	4	0.403122736061314	0.649205289646466	6	0.213716417037004	0.897513227513227	7	0.205144925662765	0.741499204684136	6	0.177201921134048
"7471"	0.636215800267787	4	0.158156841687725	0.853477662251341	6	0.148299230141989	0.81995578710695	8	0.333828115531566	0.504597236708437	6	0.199764097313445
"7505"	0.766944417647437	4	0.163469193073665	0.78677734178825	6	0.128421008332092	0.578111231274533	4	0.392124191885188	0.769167095556699	5	0.292133149619775
"7508"	NA	NA	NA	NA	NA	NA	0.828376539429816	7	0.203722352463451	0.708745251128047	7	0.258406645097148
"7549"	0.644444444444444	2	0.502831488843767	0.522551046782114	4	0.423486713446834	0.557357804232804	8	0.42395954789134	0.65189504415622	6	0.370774345066963
"7573"	0.733873995546772	4	0.255258749797051	0.675663775496671	5	0.299092481177637	0.800657479949688	8	0.234508826905497	0.531698964740806	8	0.345932455895482
"7633"	0.965277777777778	2	0.0491046375823991	0.883333333333333	3	0.202072594216369	0.702945564791646	8	0.216023936600214	0.572359516044044	7	0.109877809607836
"7669"	0.666666666666667	3	0.577350269189626	0.628504896275047	6	0.264552969509059	0.507538681508621	8	0.387830431513559	0.774306842517091	8	0.313745527379169
"7693"	0.632028701891716	3	0.186419153731267	0.41742826961085	5	0.201914359532936	0.484833623211854	6	0.441509517329232	0.508729199442334	7	0.364599085497697
"7713"	0.262653546851888	3	0.431420101684194	0.718816982282265	6	0.320595586686581	0.54343117460642	8	0.418078482636561	0.504123542625617	8	0.367184283744025
"7732"	0.515665326583284	4	0.371607310197776	0.388033430971884	6	0.302542925470684	0.606766062092894	8	0.370020440597779	0.589179455020487	6	0.304782173319782
"7751"	0.78974358974359	3	0.364174785181149	0.723081104587954	5	0.177990287450243	0.892602040816327	5	0.150316591139651	0.769822448083318	7	0.375276447639336
"7771"	0.800998728809793	4	0.153083841604141	0.762557077625571	6	0.410380109917166	0.430777691511387	8	0.389290046554545	0.620211273779258	8	0.293771826562361
"7816"	0.618026418026418	3	0.335812041230599	0.698832959880495	5	0.187525521890344	0.623073408140319	8	0.205135882367338	0.437543276395735	5	0.109037464113528
"8081"	1	1	NA	0.301369863013699	1	NA	0.638143486767775	6	0.330275106759393	0.735666591261544	8	0.173686711513668
