"Sub.Num"	"Disambiguation"	"Disambiguation_n"	"Disambiguation_sd"	"Familiar"	"Familiar_n"	"Familiar_sd"	"Retention"	"Retention_n"	"Retention_sd"
"23444"	0.617878553896057	7	0.305080155412953	0.61108914774423	11	0.277344923933076	0.571749887539361	3	0.496538771669739
"5278"	0.796844339081765	8	0.150276190196177	0.565678125705684	13	0.245492929896327	0.422379730002235	3	0.24663056585694
"6478"	0.616484711312298	4	0.20227764900961	0.910717440129205	3	0.126651912157381	0.402323376007586	2	0.246431239531585
"6685"	0.658914227689477	8	0.332178327456832	0.577010347140217	15	0.296617339519168	0.64655860950829	6	0.345560081064559
"6763"	0.347879342767584	7	0.189662048576677	0.56929041937005	14	0.329967143349894	0.71458198664081	6	0.315800389270107
"6800"	0.504137963968201	6	0.24653932400758	0.509006620489305	7	0.299108873318296	0.168224299065421	1	NA
"6816"	0.672130687642437	8	0.317537919982436	0.799491945538622	12	0.091486736465793	0.656026164635334	6	0.194085723752406
"6829"	0.768158921314586	3	0.123835458367341	0.588055546628725	9	0.346384607298526	0.789033189033189	2	0.226927197887285
"6835"	0.787887959498129	4	0.023437125269665	0.426168381658955	5	0.247643674277528	NA	NA	NA
"6851"	0.739286686262768	5	0.138100452324382	0.794540030251981	13	0.260703234556004	0.679085026608611	5	0.319744838242503
"6854"	0.682684899845917	8	0.34357368305187	0.668897593647047	15	0.235236198772516	0.4936203466894	6	0.435122981345319
"6858"	0.62802281901197	8	0.316965264477864	0.624696696184983	15	0.272695764656951	0.531749672346003	5	0.495187427696857
"6893"	0.604968984014424	6	0.235143445315514	0.630292187794188	9	0.170821608641237	0.301243824982357	5	0.200834006671205
"6896"	0.400708305497869	5	0.232556176234726	0.501634207455141	12	0.355074049539454	0.392333529469452	3	0.234291308587637
"6915"	0.490294334263092	4	0.275182247766812	0.5494704431988	9	0.109028407413336	0.280926064892749	3	0.332052316321776
"6921"	0.741608127678831	5	0.222416219442593	0.59254819950099	12	0.242231240699779	0.5	2	0.707106781186548
"6950"	0.718238321384422	5	0.252885583675739	0.679910493492345	12	0.214714540450618	0.528106125109757	4	0.184555584704208
"6975"	0.809885572577701	5	0.181954284457738	0.795052822298347	7	0.192782861151803	0.504762918061993	4	0.198589441608685
"7001"	0.361972191532806	7	0.279805220607922	0.490719686572736	15	0.316438073408802	0.406599607907803	3	0.10175645871626
"7020"	0.470082822118841	5	0.354796406514763	0.480058411812335	9	0.364467530518057	0.487108509965201	2	0.323130574319509
"7040"	0.772984399161866	7	0.0983128551829086	0.561782393261687	13	0.287608705342046	0.849818623466406	3	0.0996766094614665
"7077"	0.752832317633203	4	0.0671381992917543	0.491115975711864	5	0.334401577198174	0.889371980676328	2	0.0949640991158745
"7804"	0.787218337218337	6	0.300100609861755	0.694607419565653	10	0.229047110022919	0.674019607843137	4	0.471633846535637
