"Sub.Num"	"Disambiguation"	"Disambiguation_n"	"Disambiguation_sd"	"Familiar"	"Familiar_n"	"Familiar_sd"	"Retention"	"Retention_n"	"Retention_sd"
"23444"	0.9125	4	0.175	0.553223671771601	9	0.440428731033421	0.564102564102564	3	0.512179086036876
"5278"	0.787138578152699	5	0.246994924652647	0.679008567931457	10	0.325935494081485	0.37984496124031	3	0.541582588363056
"6478"	0.255813953488372	1	NA	0.845528455284553	3	0.267552563770802	0.5	2	0.707106781186548
"6685"	0.651439286073838	7	0.386973472467586	0.476014957883323	14	0.406839257643504	0.415201361315939	6	0.478680107030237
"6763"	0.333333333333333	6	0.33944128457648	0.644208156957603	11	0.35835614157846	0.695454545454545	5	0.449862237866051
"6800"	0.306596012388695	6	0.386261992055336	0.761556329849013	5	0.428733417289849	NA	NA	NA
"6816"	0.574699647300781	7	0.306545798945101	0.684988310569706	9	0.309986475674118	0.535714285714286	4	0.503389869330142
"6829"	0.805952380952381	2	0.0622927402473863	0.53218906901806	7	0.375832131642628	0.723684210526316	2	0.390769536971513
"6835"	0.449612403100775	3	0.0134267504462704	0.407319037551596	4	0.337035970916261	NA	NA	NA
"6851"	0.790697674418605	2	0.295998187473438	0.881229235880399	12	0.286231384313084	0.654761904761905	3	0.378526502275825
"6854"	0.554263565891473	6	0.502544454182694	0.540947191007335	12	0.377133292081428	0.6	5	0.547722557505166
"6858"	0.753709856035437	8	0.231830705896799	0.69144128701701	13	0.392646867030636	0.459302325581395	4	0.534504415560986
"6893"	0.603169350029815	5	0.411946472167745	0.643483562088213	9	0.314503134796597	0.10077519379845	3	0.174547755801515
"6896"	0.641718262357797	4	0.192084809949913	0.610993657505285	11	0.404155123538224	0.67358803986711	2	0.360600966485498
"6915"	0.775644661634452	3	0.129086282969701	0.631645628548989	8	0.176238622336366	0.340520590520591	3	0.305288082052789
"6921"	0.804473975636766	5	0.247491007494304	0.674293832362465	9	0.416252681558193	0.5	2	0.707106781186548
"6950"	0.472178060413355	5	0.489450585390071	0.650564775901373	10	0.278131812017199	0.5	2	0.707106781186548
"6975"	1	4	0	0.487773487773488	5	0.203081299520628	0.868983957219251	3	0.201991146419851
"7001"	0.250542005420054	5	0.359964775472662	0.593103052096955	12	0.40228598507953	0.283333333333333	3	0.490747728811182
"7020"	0.794435215946844	4	0.241424005774478	0.59711530670124	7	0.462580732104484	0.121951219512195	2	0.172465068582085
"7040"	0.507844222960502	6	0.245641672978713	0.659834046002957	11	0.366651574851701	0.882352941176471	1	NA
"7077"	0.619047619047619	2	0.538748023761179	0.681818181818182	5	0.408775130650113	0.886363636363636	1	NA
"7804"	0.671428571428571	5	0.409080601807896	0.577584204413473	5	0.417469815605725	1	3	0
