"Sub.Num"	"Disambiguation"	"Disambiguation_n"	"Disambiguation_sd"	"Familiar"	"Familiar_n"	"Familiar_sd"	"Retention"	"Retention_n"	"Retention_sd"
"23444"	0.827777777777778	6	0.268673007920753	0.479518689196109	9	0.424117202464853	0.481481481481481	3	0.501027750313655
"5278"	0.83010752688172	6	0.192301840052543	0.693503270922626	11	0.267758751892371	0.418613274008157	3	0.495378403195827
"6478"	0.376344086021505	3	0.219576105985614	0.693926411290323	8	0.373228193074687	0.5	2	0.707106781186548
"6685"	0.722841061827957	8	0.339857133893003	0.523555107526882	16	0.444294440177012	0.347052280311457	6	0.448060793516205
"6763"	0.316964285714286	7	0.379499298104627	0.776624324646432	14	0.358445041085059	0.635416666666667	6	0.447940890817825
"6800"	0.301724137931034	6	0.400022294265746	0.63405017921147	9	0.47986815065851	0	1	NA
"6816"	0.468315951168243	7	0.376529415298644	0.670967741935484	10	0.349354822161988	0.51689708141321	6	0.459772212640724
"6829"	0.854838709677419	2	0.205289065505772	0.505494505494505	7	0.408507030295772	0.6	2	0.565685424949238
"6835"	0.163440860215054	3	0.0355327132082974	0.47010752688172	5	0.391653585363943	NA	NA	NA
"6851"	0.733870967741935	4	0.255871054500877	0.838504864311316	12	0.297502731586441	0.467741935483871	3	0.452476133519533
"6854"	0.571428571428571	7	0.534522483824849	0.479507488479263	14	0.391490070948175	0.553333333333333	6	0.503057319464359
"6858"	0.809907834101382	8	0.196434483741448	0.67237406642301	14	0.398144977566797	0.445828698553949	5	0.438600149456854
"6893"	0.605410479604028	5	0.412461123454107	0.644571385902031	9	0.414205538413256	0.2	5	0.447213595499958
"6896"	0.552452956989247	4	0.363117724591693	0.64247311827957	12	0.415492780849561	0.548387096774194	3	0.496606590914215
"6915"	0.651368363437329	3	0.186625556588787	0.574014823201558	10	0.213868487008285	0.375385802469136	3	0.329294781331434
"6921"	0.677913100724161	7	0.463313131120502	0.644040253058954	12	0.446840568476358	0.666666666666667	3	0.577350269189626
"6950"	0.425806451612903	5	0.525321367376059	0.556108124253285	11	0.332898408503296	0.5	2	0.707106781186548
"6975"	1	4	0	0.532833832833833	7	0.406572123742379	0.714590097402597	4	0.436059652530942
"7001"	0.214285714285714	7	0.271856177232738	0.656634615384615	13	0.465462747070328	0.333333333333333	3	0.577350269189626
"7020"	0.651612903225806	5	0.485695484906204	0.530172413793103	8	0.504418223483347	0	2	0
"7040"	0.478494623655914	6	0.383541016596301	0.774672194694442	11	0.345611457471045	0.340909090909091	2	0.482118259899919
"7077"	0.53125	2	0.662912607362388	0.666666666666667	6	0.408248290463863	0.875	2	0.176776695296637
"7804"	0.58	5	0.426614580154031	0.542097701149425	8	0.312839174787694	0.75	4	0.5
