"Sub.Num"	"Disambiguation"	"Disambiguation_n"	"Disambiguation_sd"	"Familiar"	"Familiar_n"	"Familiar_sd"	"Retention"	"Retention_n"	"Retention_sd"
"23444"	0.676998663755926	6	0.286930492275514	0.624320649735963	9	0.30795765345395	0.571749887539361	3	0.496538771669739
"5278"	0.84351947406643	6	0.139991119169373	0.571089567587205	10	0.277725395360314	0.422379730002235	3	0.24663056585694
"6478"	0.566713264989127	2	0.100717135499855	0.910717440129205	3	0.126651912157381	0.402323376007586	2	0.246431239531585
"6685"	0.658914227689477	8	0.332178327456832	0.577010347140217	15	0.296617339519168	0.64655860950829	6	0.345560081064559
"6816"	0.655817244973531	7	0.339339830487459	0.810348395438959	10	0.0947199781386861	0.656026164635334	6	0.194085723752406
"6829"	0.703085839598998	2	0.0725493329694844	0.528136653445025	7	0.370902438589074	0.789033189033189	2	0.226927197887285
"6851"	0.732931887240224	4	0.158618273764886	0.785602889915836	12	0.270207666202906	0.726228632478632	3	0.388759998335233
"6854"	0.706618240516546	7	0.36382758307657	0.645247421764693	14	0.224849614130042	0.4936203466894	6	0.435122981345319
"6858"	0.62802281901197	8	0.316965264477864	0.669317888769625	14	0.21890655664599	0.531749672346003	5	0.495187427696857
"6893"	0.580907835762363	5	0.254506401549166	0.630292187794188	9	0.170821608641237	0.301243824982357	5	0.200834006671205
"6896"	0.301447179625146	4	0.0801541810705132	0.495663890650363	11	0.371772549967973	0.491909385113269	2	0.224260403094763
"6915"	0.555086323235144	3	0.297321195375079	0.548709804154206	8	0.116530738935676	0.280926064892749	3	0.332052316321776
"6921"	0.741608127678831	5	0.222416219442593	0.582443153664379	11	0.251387536703986	0.5	2	0.707106781186548
"6950"	0.718238321384422	5	0.252885583675739	0.689514132632779	10	0.229774775311929	0.460221376686268	2	0.0995477204921912
"6975"	0.856951560316721	4	0.171391659164148	0.773016171469283	6	0.201293617471219	0.504762918061993	4	0.198589441608685
"7001"	0.329380536139306	6	0.291593105824731	0.475179398034611	13	0.32752573599758	0.406599607907803	3	0.10175645871626
"7020"	0.470082822118841	5	0.354796406514763	0.466404999003163	8	0.387163811280949	0.487108509965201	2	0.323130574319509
"7040"	0.779008114811651	6	0.106271848253106	0.599218111287223	11	0.298724481388763	0.8590652845972	2	0.139132485405318
"7077"	0.7659027305045	2	0.055729919521699	0.491115975711864	5	0.334401577198174	0.889371980676328	2	0.0949640991158745
"7804"	0.744662004662005	5	0.314630989008406	0.595283214331251	6	0.237268033037914	0.674019607843137	4	0.471633846535637
