"Sub.Num"	"Disambiguation"	"Disambiguation_n"	"Disambiguation_sd"	"Familiar"	"Familiar_n"	"Familiar_sd"	"Retention"	"Retention_n"	"Retention_sd"
"23444"	0.650692333671057	7	0.304776328662473	0.617347016005528	13	0.260651321803955	0.622222222222222	3	0.542968521016472
"5278"	0.829040432640461	8	0.144646573652693	0.604783624077251	15	0.303569730151153	0.428856927386339	4	0.303151581114342
"6478"	0.633565898358277	5	0.133217777124847	0.687627653969624	8	0.284502040556478	0.247066167290886	2	0.317977356533576
"6685"	0.649595810434695	8	0.345210188158025	0.533816585341238	16	0.315215214897996	0.629210104671698	6	0.344391977699383
"6763"	0.29141763750495	7	0.195001310614241	0.525367416954996	16	0.332588501489739	0.726976496819195	6	0.287404242109294
"6800"	0.475531634208057	6	0.268040526686719	0.61674703874953	12	0.276794276936086	0.42626471432673	3	0.312441823789475
"6816"	0.684952461889411	8	0.358724082942965	0.814753563366511	14	0.12089154225852	0.642479102637521	6	0.165656769447448
"6829"	0.756740198335943	5	0.132944441176867	0.597664856028934	9	0.345468933494255	0.759259259259259	2	0.340458820571301
"6835"	0.749481901077646	4	0.00560796269862201	0.381341873927061	7	0.265620160650214	0.225641025641026	3	0.138158500292801
"6851"	0.717570806770464	5	0.141272995708489	0.8510230945612	14	0.266551875861623	0.607055866140849	6	0.313464356605711
"6854"	0.680301418439716	8	0.347633671187512	0.641779045941948	16	0.255102212132834	0.523733488445476	6	0.43314840398602
"6858"	0.650940270573987	8	0.301463856592846	0.654246951372481	15	0.283515859136244	0.516924564796905	5	0.488609026595032
"6893"	0.552397595875857	6	0.291856026952954	0.627742965302426	10	0.189249665838846	0.330040106951872	5	0.204448449613311
"6896"	0.49453428275446	6	0.23232156335652	0.514939459064506	13	0.354773974841653	0.372359352956257	5	0.319850313962412
"6915"	0.537792081441967	6	0.228104235932565	0.507966374400611	13	0.107409765935483	0.46025641025641	4	0.448542090081435
"6921"	0.651910618453287	7	0.327036361798186	0.662294972599157	13	0.286557063981992	0.666666666666667	3	0.577350269189626
"6950"	0.800075153892047	7	0.224138564808447	0.667926641510713	15	0.247852707479869	0.552699413848326	4	0.12229208129825
"6975"	0.821788087471306	5	0.169297700473789	0.82261184470658	8	0.180082840950322	0.589431401931402	4	0.195079944238181
"7001"	0.304041328195365	8	0.293961377010105	0.539823768637328	16	0.341686545444662	0.335301402717133	3	0.0546458912238573
"7020"	0.514389305004327	5	0.388724311027454	0.456403922724387	9	0.394964227458746	0.242753623188406	3	0.365439459746427
"7040"	0.72565129742304	7	0.0991768612206093	0.59273188737697	16	0.316802242072824	0.825621969217795	3	0.127009364825758
"7077"	0.707201499469052	4	0.0397552069435022	0.557327427716255	9	0.320501653741228	0.878325621746674	4	0.122381553474811
"7804"	0.777131782945736	6	0.34377981082392	0.7265584807431	13	0.281089156261979	0.668604651162791	4	0.471420454963349
