"Sub.Num"	"Disambiguation"	"Disambiguation_n"	"Disambiguation_sd"	"Familiar"	"Familiar_n"	"Familiar_sd"	"Retention"	"Retention_n"	"Retention_sd"
"23444"	0.781926406926407	4	0.326389773568389	0.638730665046454	9	0.314378521256972	0.619047619047619	3	0.54084841388574
"5278"	0.828617326448652	5	0.195293387741716	0.664476415161113	10	0.318245645499549	0.370168067226891	3	0.359361128774708
"6478"	0.511627906976744	1	NA	0.926356589147287	3	0.127554129239568	0.244186046511628	2	0.345331218719012
"6685"	0.60164030170912	7	0.348518996832719	0.53530224685205	14	0.281400975351232	0.612749749067695	6	0.359882410013768
"6763"	0.315826790903548	6	0.19670757536553	0.566303065711217	11	0.335069715884001	0.739895439701716	5	0.312940350177896
"6800"	0.450494640871538	6	0.271176404788393	0.563976052292653	5	0.405131596698927	NA	NA	NA
"6816"	0.639798344894021	7	0.359087962091716	0.795526857233341	9	0.147871554544231	0.547747703732656	4	0.146145104514217
"6829"	0.595528455284553	2	0.100604623339549	0.543791733560894	7	0.375112573184901	0.74	2	0.367695526217005
"6835"	0.731060606060606	3	0.00656079851351847	0.417789249239667	4	0.281519408678896	NA	NA	NA
"6851"	0.76627486437613	2	0.0274914933011045	0.849734330885355	12	0.291273658746918	0.682911877394636	3	0.435259376057778
"6854"	0.616792929292929	6	0.385638183060046	0.579021960508086	12	0.2587432767184	0.610406698564593	5	0.427823007309338
"6858"	0.661598595667223	8	0.305363693387793	0.687843661228364	13	0.229001285848243	0.480113636363636	4	0.555337781582428
"6893"	0.516971419665437	5	0.314974137187037	0.616505288987986	9	0.204446419920513	0.249888962913613	3	0.218921034620772
"6896"	0.377652834969908	4	0.130261349630371	0.507221403933871	11	0.382872345204349	0.567511425010386	2	0.168624550228948
"6915"	0.614038173408898	3	0.214432012113303	0.474461241195931	8	0.0699983677529672	0.287611265139355	3	0.33096117594196
"6921"	0.743947384596472	5	0.177946344130468	0.582053874865096	9	0.29372666020698	0.5	2	0.707106781186548
"6950"	0.739211068589932	5	0.252194943045396	0.72115030684725	10	0.237876756611234	0.502742946708464	2	0.0282621048906849
"6975"	0.842159277504105	4	0.182328099554272	0.714587644868026	5	0.12590960418713	0.682112281532331	3	0.183784691485408
"7001"	0.249855167275437	5	0.288718984817431	0.495247589201251	12	0.36275492491697	0.310921735723381	3	0.0902664836160195
"7020"	0.658699059561129	4	0.29568173776034	0.519801652553591	7	0.41486999405447	0.319767441860465	2	0.45221945308442
"7040"	0.717155582191079	6	0.112189839037276	0.626449962983363	11	0.333429163857606	0.949367088607595	1	NA
"7077"	0.686680189317106	2	0.0770693800725297	0.564681295715779	5	0.344119085079246	0.943820224719101	1	NA
"7804"	0.728706896551724	5	0.387461833109441	0.561606227015617	5	0.386925202901216	0.886178861788618	3	0.197143994357433
