"Sub.Num"	"name_Familiar"	"name_Familiar_n"	"name_Familiar_sd"	"name_Novel"	"name_Novel_n"	"name_Novel_sd"	"onomatopoeic word_Familiar"	"onomatopoeic word_Familiar_n"	"onomatopoeic word_Familiar_sd"	"vocalization_Familiar"	"vocalization_Familiar_n"	"vocalization_Familiar_sd"	"vocalization_Novel"	"vocalization_Novel_n"	"vocalization_Novel_sd"
"6612"	0.299216027874564	8	0.309458002630353	0.217091177556294	3	0.179735629409847	0.184982520139839	6	0.242054090146656	0.523675804000161	12	0.354147462005219	0.618736917844061	7	0.317495243545819
"7383"	0.810993477729358	14	0.245312684910331	0.619631234556079	6	0.238370417224105	0.707410888474011	7	0.335352290221253	0.582930497058829	13	0.31762261936283	0.746294307196563	7	0.35865892623034
"7409"	0.648292826057999	9	0.293181595186697	0.78397212543554	3	0.214306959089642	0.391444894371724	5	0.24295698308256	0.710766467744565	12	0.319216509238204	0.719059105818688	7	0.240402839597269
"7435"	0.462404681881426	12	0.398710365074991	0.613352317671255	7	0.448079782665106	0.720238095238095	8	0.398968137815417	0.615043845756298	11	0.302491221924174	0.750476488281366	6	0.207457908005503
"7462"	0.771292660827545	7	0.351640919940538	0.548650122487332	6	0.218305864320068	0.521985449793164	7	0.39060354581987	0.765667792638865	11	0.319276557866646	0.702959830866808	6	0.199257939323025
"7471"	0.630033885363561	7	0.336219504096311	0.866666666666667	3	0.125830573921179	0.880564784053156	7	0.153316080017639	0.725984547689029	15	0.350380643985768	0.424554409279011	5	0.0839142784299773
"7505"	0.722819260999919	8	0.239236428941901	0.788247798547228	6	0.238501694883599	0.516003565351268	7	0.496486447246277	0.680235501838929	9	0.404081963323268	0.75245761989948	5	0.334842017065377
"7508"	0.679955703211517	11	0.443830555332637	0.690842490842491	5	0.401951858722076	0.701717393634123	7	0.315865969196668	0.713323047164511	12	0.313244650693379	0.656696846896182	7	0.344396551359848
"7549"	0.831135531135531	5	0.296342429667156	0.565891472868217	3	0.512859687039476	0.904761904761905	4	0.19047619047619	0.553873310841952	14	0.486407016143201	0.690011614401858	5	0.39738578789502
"7573"	0.755587435819994	7	0.347867383728791	0.730515223040793	5	0.37460871892296	0.759868619752341	7	0.172652791642469	0.575314593256818	14	0.329723651077685	0.550337796774978	8	0.38507022340445
"7633"	0.705518641565153	6	0.317662416248058	0.868217054263566	3	0.228254757586596	0.768367346938776	7	0.344486632316131	0.690795647914196	11	0.297592322341448	0.358743310143116	7	0.23421934846311
"7669"	0.860954712362301	5	0.251014400680714	0.387572590011614	5	0.418662860206299	0.574149659863946	7	0.337702176423439	0.52015873015873	15	0.476442846956646	0.785714285714286	7	0.393397896234722
"7693"	0.555086463923673	5	0.165357126136869	0.483428124664653	4	0.419961826028744	0.588045155423204	6	0.223416302326946	0.518459302325581	8	0.468866293617138	0.64124347413384	7	0.434631429676374
"7713"	0.413830816879597	6	0.384058363780603	0.729752970606629	5	0.251592784589887	0.714634146341463	5	0.196626540998269	0.516822397563677	16	0.39604543997127	0.483028455284553	6	0.507164672328642
"7732"	0.49361316977596	8	0.414028488331446	0.40542613150384	6	0.44248063747449	0.62844338316722	8	0.347548286657444	0.628830299305719	16	0.40031152511009	0.557005373502466	6	0.405385978948463
"7751"	0.685418824341713	6	0.378154133606825	0.861627906976744	5	0.201250149064909	0.613095238095238	4	0.483427154863023	0.666053214431427	10	0.360810759721773	0.802350754936121	5	0.321320933707984
"7771"	0.81241207985394	8	0.242041873538761	0.569767441860465	4	0.509686238086132	0.545213963963964	8	0.359280289991788	0.540407713931864	13	0.437516159817096	0.630232558139535	5	0.219204652064807
"7816"	0.735772357723577	5	0.259995980117874	0.75375234521576	4	0.315492338329569	0.409756097560976	5	0.45870521030217	0.546250549511804	9	0.320741685517463	0.322713414634146	4	0.368735726288843
"8081"	0.546875	2	0.640815520450309	0.511627906976744	1	NA	0.73034188034188	3	0.23792444799599	0.651097711811997	7	0.351282632917724	0.795061728395062	3	0.238460233657779
