Time.ms,cue_type,trial_type,experiment,mean,summary_ci_lower,summary_ci_upper
433,vocalization,disambiguation,experiment_2_retention,0.125,0.02062500000000001,0.2543749999999998
433,vocalization,familiar,experiment_1,0.11591478696741854,0.06703947368421054,0.16906641604010023
433,vocalization,familiar,experiment_2_retention,0.16925465838509315,0.10766045548654245,0.22826086956521738
433,vocalization,retention,experiment_2_retention,0.19166666666666665,0.07062500000000002,0.31666666666666665
467,name,disambiguation,experiment_1,0.21333333333333335,0.060000000000000005,0.42033333333333306
467,name,familiar,experiment_1,0.2361111111111111,0.13631944444444444,0.3444618055555555
467,onomatopoeic,familiar,experiment_1,0.1574074074074074,0.053125000000000006,0.28946759259259247
467,vocalization,disambiguation,experiment_1,0.12685185185185185,0.04805555555555556,0.2115972222222222
467,vocalization,disambiguation,experiment_2_retention,0.1746031746031746,0.047619047619047616,0.30952380952380953
467,vocalization,familiar,experiment_1,0.1431077694235589,0.09041040100250627,0.19902255639097743
467,vocalization,familiar,experiment_2_retention,0.19171842650103518,0.12963509316770186,0.26026656314699786
467,vocalization,retention,experiment_2_retention,0.21666666666666667,0.09166666666666666,0.36666666666666664
500,name,disambiguation,experiment_1,0.23555555555555555,0.09111111111111111,0.43016666666666653
500,name,familiar,experiment_1,0.3065359477124183,0.18705065359477124,0.430906862745098
500,onomatopoeic,familiar,experiment_1,0.1712962962962963,0.06018518518518518,0.31724537037037026
500,vocalization,disambiguation,experiment_1,0.1824074074074074,0.09210648148148148,0.27645833333333325
500,vocalization,disambiguation,experiment_2_retention,0.18333333333333332,0.05,0.35
500,vocalization,familiar,experiment_1,0.17234753550543025,0.11210735171261488,0.22408834586466164
500,vocalization,familiar,experiment_2_retention,0.20160455486542442,0.1310533126293996,0.2735015527950311
500,vocalization,retention,experiment_2_retention,0.22916666666666666,0.1,0.39166666666666666
533,name,disambiguation,experiment_1,0.2619047619047619,0.08333333333333333,0.47619047619047616
533,name,familiar,experiment_1,0.36101774042950513,0.23996031746031746,0.4865732959850607
533,onomatopoeic,familiar,experiment_1,0.26228070175438595,0.12280701754385964,0.40138157894736837
533,vocalization,disambiguation,experiment_1,0.2101851851851852,0.11750000000000001,0.3055555555555556
533,vocalization,disambiguation,experiment_2_retention,0.18333333333333332,0.05,0.3416666666666667
533,vocalization,familiar,experiment_1,0.20100250626566415,0.1443421052631579,0.2623464912280702
533,vocalization,familiar,experiment_2_retention,0.22784679089026916,0.1381159420289855,0.3080253623188406
533,vocalization,retention,experiment_2_retention,0.22916666666666666,0.0853125,0.3896874999999999
567,name,disambiguation,experiment_1,0.32222222222222224,0.12222222222222222,0.5222222222222223
567,name,familiar,experiment_1,0.4174603174603175,0.2785714285714286,0.558988095238095
567,onomatopoeic,familiar,experiment_1,0.2754385964912281,0.15078947368421053,0.42201754385964907
567,vocalization,disambiguation,experiment_1,0.21944444444444444,0.11798611111111112,0.3194444444444444
567,vocalization,disambiguation,experiment_2_retention,0.18333333333333332,0.05,0.34604166666666647
567,vocalization,familiar,experiment_1,0.2181077694235589,0.16234022556390976,0.27968201754385963
567,vocalization,familiar,experiment_2_retention,0.24451345755693582,0.15609730848861283,0.3415450310559005
567,vocalization,retention,experiment_2_retention,0.22916666666666666,0.0875,0.3958333333333333
600,name,disambiguation,experiment_1,0.3645833333333333,0.17708333333333334,0.59375
600,name,familiar,experiment_1,0.49497354497354495,0.3626686507936508,0.622771164021164
600,onomatopoeic,familiar,experiment_1,0.29473684210526313,0.15350877192982457,0.44657894736842096
600,vocalization,disambiguation,experiment_1,0.22407407407407406,0.1277314814814815,0.32363425925925926
600,vocalization,disambiguation,experiment_2_retention,0.2698412698412698,0.11904761904761904,0.42857142857142855
600,vocalization,familiar,experiment_1,0.22132414369256473,0.15813805346700083,0.2752715121136174
600,vocalization,familiar,experiment_2_retention,0.2816770186335404,0.17748964803312628,0.3820031055900621
600,vocalization,retention,experiment_2_retention,0.22916666666666666,0.10614583333333334,0.36666666666666664
633,name,disambiguation,experiment_1,0.3854166666666667,0.20833333333333334,0.5888020833333332
633,name,familiar,experiment_1,0.5857142857142857,0.4274041005291005,0.7240740740740741
633,onomatopoeic,familiar,experiment_1,0.29473684210526313,0.14515350877192984,0.45263157894736844
633,vocalization,disambiguation,experiment_1,0.2564814814814815,0.1420601851851852,0.392199074074074
633,vocalization,disambiguation,experiment_2_retention,0.2833333333333333,0.125,0.4543749999999998
633,vocalization,familiar,experiment_1,0.23460735171261488,0.17892909356725145,0.2957085421888053
633,vocalization,familiar,experiment_2_retention,0.31801242236024846,0.20862318840579708,0.41682712215320905
633,vocalization,retention,experiment_2_retention,0.24583333333333332,0.11666666666666667,0.39166666666666666
667,name,disambiguation,experiment_1,0.3958333333333333,0.19791666666666666,0.6096354166666664
667,name,familiar,experiment_1,0.607010582010582,0.4490707671957672,0.7424503968253968
667,onomatopoeic,familiar,experiment_1,0.3254385964912281,0.18629385964912282,0.4873026315789474
667,vocalization,disambiguation,experiment_1,0.28425925925925927,0.1708101851851852,0.40935185185185174
667,vocalization,disambiguation,experiment_2_retention,0.3333333333333333,0.18333333333333332,0.5460416666666665
667,vocalization,familiar,experiment_1,0.24601086048454468,0.17656171679197996,0.31268222639933163
667,vocalization,familiar,experiment_2_retention,0.36801242236024845,0.2564363354037267,0.47519151138716353
667,vocalization,retention,experiment_2_retention,0.2625,0.12916666666666665,0.39385416666666656
700,name,disambiguation,experiment_1,0.4375,0.22916666666666666,0.6408854166666664
700,name,familiar,experiment_1,0.6505602240896359,0.524796918767507,0.7792612044817926
700,onomatopoeic,familiar,experiment_1,0.37280701754385964,0.21052631578947367,0.5175438596491229
700,vocalization,disambiguation,experiment_1,0.32407407407407407,0.17592592592592593,0.4722222222222222
700,vocalization,disambiguation,experiment_2_retention,0.3333333333333333,0.15395833333333334,0.5083333333333333
700,vocalization,familiar,experiment_1,0.2483500417710944,0.17179197994987466,0.32661027568922296
700,vocalization,familiar,experiment_2_retention,0.38369565217391305,0.2610416666666666,0.505625
700,vocalization,retention,experiment_2_retention,0.2708333333333333,0.1375,0.4083333333333333
733,name,disambiguation,experiment_1,0.4375,0.21875,0.65625
733,name,familiar,experiment_1,0.6708216619981325,0.5510014005602242,0.7867401960784313
733,onomatopoeic,familiar,experiment_1,0.4070175438596491,0.25,0.5930701754385963
733,vocalization,disambiguation,experiment_1,0.3425925925925926,0.21296296296296297,0.49074074074074076
733,vocalization,disambiguation,experiment_2_retention,0.36507936507936506,0.1984126984126984,0.5476190476190476
733,vocalization,familiar,experiment_1,0.2776106934001671,0.19669695071010862,0.35964285714285715
733,vocalization,familiar,experiment_2_retention,0.4218944099378882,0.2992430124223603,0.5535326086956521
733,vocalization,retention,experiment_2_retention,0.2708333333333333,0.12916666666666665,0.4105208333333332
767,name,disambiguation,experiment_1,0.46875,0.2708333333333333,0.6770833333333334
767,name,familiar,experiment_1,0.6661998132586368,0.5288188608776845,0.7937663398692809
767,onomatopoeic,familiar,experiment_1,0.45789473684210524,0.2906798245614035,0.6120394736842103
767,vocalization,disambiguation,experiment_1,0.3611111111111111,0.21296296296296297,0.5277777777777778
767,vocalization,disambiguation,experiment_2_retention,0.42666666666666664,0.26666666666666666,0.6008749999999999
767,vocalization,familiar,experiment_1,0.3196950710108605,0.235359753550543,0.39553832497911445
767,vocalization,familiar,experiment_2_retention,0.43421325051759835,0.3047049689440994,0.562531055900621
767,vocalization,retention,experiment_2_retention,0.2708333333333333,0.1228125,0.4041666666666667
800,name,disambiguation,experiment_1,0.4791666666666667,0.27578125,0.6875
800,name,familiar,experiment_1,0.6825863678804855,0.5324439775910363,0.8023202614379086
800,onomatopoeic,familiar,experiment_1,0.5149122807017544,0.3709649122807017,0.6654166666666665
800,vocalization,disambiguation,experiment_1,0.412962962962963,0.24162037037037037,0.5871296296296296
800,vocalization,disambiguation,experiment_2_retention,0.4433333333333333,0.2890416666666667,0.6293749999999998
800,vocalization,familiar,experiment_1,0.36656223893066,0.28136800334168754,0.4593248746867167
800,vocalization,familiar,experiment_2_retention,0.45336438923395445,0.33208462732919253,0.5722619047619049
800,vocalization,retention,experiment_2_retention,0.2708333333333333,0.12916666666666665,0.40635416666666657
833,name,disambiguation,experiment_1,0.4791666666666667,0.28125,0.6721354166666664
833,name,familiar,experiment_1,0.7002204585537919,0.5523401675485009,0.8359689153439153
833,onomatopoeic,familiar,experiment_1,0.5583333333333333,0.3818287037037037,0.7144212962962962
833,vocalization,disambiguation,experiment_1,0.4407407407407407,0.2813888888888889,0.6093518518518518
833,vocalization,disambiguation,experiment_2_retention,0.4683333333333333,0.31404166666666666,0.6333333333333333
833,vocalization,familiar,experiment_1,0.3901002506265664,0.29884085213032585,0.477625313283208
833,vocalization,familiar,experiment_2_retention,0.47474120082815735,0.36805641821946167,0.5889337474120083
833,vocalization,retention,experiment_2_retention,0.30416666666666664,0.17083333333333334,0.4583333333333333
867,name,disambiguation,experiment_1,0.5208333333333334,0.3333333333333333,0.71875
867,name,familiar,experiment_1,0.711331569664903,0.5559854497354497,0.8363778659611993
867,onomatopoeic,familiar,experiment_1,0.5583333333333333,0.41203703703703703,0.7190509259259259
867,vocalization,disambiguation,experiment_1,0.4546296296296296,0.30136574074074074,0.6009722222222222
867,vocalization,disambiguation,experiment_2_retention,0.48333333333333334,0.325,0.6543749999999998
867,vocalization,familiar,experiment_1,0.41641604010025063,0.3218013784461153,0.506140350877193
867,vocalization,familiar,experiment_2_retention,0.48923395445134576,0.3779606625258799,0.6111801242236025
867,vocalization,retention,experiment_2_retention,0.30166666666666664,0.16833333333333333,0.44166666666666665
900,name,disambiguation,experiment_1,0.55625,0.37390625,0.7395833333333334
900,name,familiar,experiment_1,0.7145061728395061,0.5585648148148148,0.8434027777777777
900,onomatopoeic,familiar,experiment_1,0.5583333333333333,0.4045833333333333,0.7125694444444444
900,vocalization,disambiguation,experiment_1,0.49074074074074076,0.3216435185185185,0.6527777777777778
900,vocalization,disambiguation,experiment_2_retention,0.5158730158730158,0.36091269841269846,0.6587301587301587
900,vocalization,familiar,experiment_1,0.42811194653299917,0.3390089807852966,0.5215580618212197
900,vocalization,familiar,experiment_2_retention,0.5022774327122153,0.39901656314699796,0.6147127329192545
900,vocalization,retention,experiment_2_retention,0.30416666666666664,0.16666666666666666,0.4521874999999999
933,name,disambiguation,experiment_1,0.5875,0.3958333333333333,0.775
933,name,familiar,experiment_1,0.725462962962963,0.5724421296296296,0.8413194444444444
933,onomatopoeic,familiar,experiment_1,0.5768518518518518,0.43699074074074074,0.7259722222222222
933,vocalization,disambiguation,experiment_1,0.5277777777777778,0.3611111111111111,0.6876157407407406
933,vocalization,disambiguation,experiment_2_retention,0.5521541950113379,0.4069160997732426,0.7063492063492064
933,vocalization,familiar,experiment_1,0.46033834586466166,0.3681234335839599,0.5478649749373432
933,vocalization,familiar,experiment_2_retention,0.5126811594202898,0.4046195652173913,0.6209601449275362
933,vocalization,retention,experiment_2_retention,0.32916666666666666,0.1978125,0.4708333333333333
967,name,disambiguation,experiment_1,0.6083333333333333,0.40197916666666667,0.8146874999999999
967,name,familiar,experiment_1,0.725462962962963,0.5756597222222222,0.850949074074074
967,onomatopoeic,familiar,experiment_1,0.5991228070175438,0.4542982456140351,0.7461622807017543
967,vocalization,disambiguation,experiment_1,0.5185185185185185,0.37256944444444445,0.6805555555555556
967,vocalization,disambiguation,experiment_2_retention,0.5521541950113379,0.3971938775510204,0.6984126984126984
967,vocalization,familiar,experiment_1,0.4772556390977443,0.3701378446115288,0.5613565162907268
967,vocalization,familiar,experiment_2_retention,0.5257246376811594,0.4267119565217391,0.6270018115942028
967,vocalization,retention,experiment_2_retention,0.32916666666666666,0.2,0.4730208333333332
1e3,name,disambiguation,experiment_1,0.625,0.41666666666666663,0.8283854166666664
1e3,name,familiar,experiment_1,0.7181878306878307,0.5788888888888889,0.8461458333333334
1e3,onomatopoeic,familiar,experiment_1,0.6368421052631579,0.48333333333333334,0.7887719298245612
1e3,vocalization,disambiguation,experiment_1,0.6058823529411764,0.46708333333333335,0.7603186274509803
1e3,vocalization,disambiguation,experiment_2_retention,0.5600907029478458,0.41383219954648526,0.7105158730158729
1e3,vocalization,familiar,experiment_1,0.5119047619047619,0.41039473684210526,0.613875313283208
1e3,vocalization,familiar,experiment_2_retention,0.5192028985507247,0.41293866459627326,0.6215980848861282
1e3,vocalization,retention,experiment_2_retention,0.37083333333333335,0.20614583333333333,0.5375
1033,name,disambiguation,experiment_1,0.6458333333333334,0.4270833333333333,0.84375
1033,name,familiar,experiment_1,0.7574929971988795,0.6355182072829131,0.8705882352941177
1033,onomatopoeic,familiar,experiment_1,0.6333333333333333,0.4771491228070175,0.7728508771929823
1033,vocalization,disambiguation,experiment_1,0.6352941176470588,0.4914950980392157,0.7823529411764706
1033,vocalization,disambiguation,experiment_2_retention,0.5600907029478458,0.4126984126984127,0.7108843537414966
1033,vocalization,familiar,experiment_1,0.5167919799498747,0.41469611528822053,0.6277130325814536
1033,vocalization,familiar,experiment_2_retention,0.5141131815044858,0.4259610075914424,0.613101276742581
1033,vocalization,retention,experiment_2_retention,0.37083333333333335,0.2125,0.5375
1067,name,disambiguation,experiment_1,0.6458333333333334,0.4375,0.8333333333333334
1067,name,familiar,experiment_1,0.7671335200746966,0.6512278244631187,0.8829003267973855
1067,onomatopoeic,familiar,experiment_1,0.6333333333333333,0.4679605263157895,0.7710526315789473
1067,vocalization,disambiguation,experiment_1,0.6401960784313725,0.4974264705882353,0.7823529411764706
1067,vocalization,disambiguation,experiment_2_retention,0.5600907029478458,0.42517006802721086,0.6946428571428569
1067,vocalization,familiar,experiment_1,0.5326441102756893,0.43470551378446115,0.6320175438596491
1067,vocalization,familiar,experiment_2_retention,0.5293305728088337,0.43764665286404414,0.622293823326432
1067,vocalization,retention,experiment_2_retention,0.37833333333333335,0.22991666666666666,0.5350833333333332
1100,name,disambiguation,experiment_1,0.65625,0.4375,0.84375
1100,name,familiar,experiment_1,0.7671335200746966,0.6424194677871149,0.8839472455648925
1100,onomatopoeic,familiar,experiment_1,0.6587719298245615,0.5070175438596491,0.7951973684210527
1100,vocalization,disambiguation,experiment_1,0.65,0.49392156862745096,0.7936519607843137
1100,vocalization,disambiguation,experiment_2_retention,0.6505952380952381,0.4948660714285714,0.8089583333333333
1100,vocalization,familiar,experiment_1,0.544047619047619,0.45221961152882206,0.6353179824561404
1100,vocalization,familiar,experiment_2_retention,0.542063492063492,0.4460783298826777,0.6246299171842651
1100,vocalization,retention,experiment_2_retention,0.37833333333333335,0.225,0.5550833333333333
1133,name,disambiguation,experiment_1,0.65625,0.4583333333333333,0.8700520833333332
1133,name,familiar,experiment_1,0.7816993464052288,0.6622140522875817,0.8949591503267974
1133,onomatopoeic,familiar,experiment_1,0.6956140350877192,0.5701754385964912,0.8364254385964913
1133,vocalization,disambiguation,experiment_1,0.6787037037037037,0.5457638888888889,0.8060416666666667
1133,vocalization,disambiguation,experiment_2_retention,0.6505952380952381,0.4897916666666666,0.8015029761904762
1133,vocalization,familiar,experiment_1,0.5598370927318296,0.4681782581453634,0.6619595864661654
1133,vocalization,familiar,experiment_2_retention,0.5337819185645273,0.426086093857833,0.6334601449275362
1133,vocalization,retention,experiment_2_retention,0.4033333333333333,0.2557083333333333,0.5684166666666666
1167,name,disambiguation,experiment_1,0.65625,0.43203125,0.84375
1167,name,familiar,experiment_1,0.7429012345679012,0.610300925925926,0.8771913580246913
1167,onomatopoeic,familiar,experiment_1,0.7,0.5640350877192982,0.8329605263157895
1167,vocalization,disambiguation,experiment_1,0.7083333333333334,0.5694444444444444,0.8194444444444444
1167,vocalization,disambiguation,experiment_2_retention,0.6672335600907029,0.4916524943310658,0.7979166666666666
1167,vocalization,familiar,experiment_1,0.5748329156223893,0.48735484544695074,0.6648318713450292
1167,vocalization,familiar,experiment_2_retention,0.5482746721877156,0.4440778122843341,0.6379382332643202
1167,vocalization,retention,experiment_2_retention,0.4033333333333333,0.2572916666666667,0.560875
1200,name,disambiguation,experiment_1,0.6770833333333334,0.46875,0.875
1200,name,familiar,experiment_1,0.7475308641975309,0.6198842592592593,0.8717669753086419
1200,onomatopoeic,familiar,experiment_1,0.7087719298245614,0.5670394736842105,0.8255701754385963
1200,vocalization,disambiguation,experiment_1,0.7453703703703703,0.625,0.8564814814814815
1200,vocalization,disambiguation,experiment_2_retention,0.6870748299319728,0.5256944444444445,0.8424036281179138
1200,vocalization,familiar,experiment_1,0.591499582289056,0.49336048454469505,0.67953320802005
1200,vocalization,familiar,experiment_2_retention,0.5525189786059351,0.45622670807453414,0.6428269496204279
1200,vocalization,retention,experiment_2_retention,0.4033333333333333,0.24166666666666667,0.5733333333333334
1233,name,disambiguation,experiment_1,0.6770833333333334,0.4424479166666667,0.8596354166666664
1233,name,familiar,experiment_1,0.7197530864197531,0.5857947530864198,0.8515200617283949
1233,onomatopoeic,familiar,experiment_1,0.7201754385964912,0.5760526315789474,0.8588157894736842
1233,vocalization,disambiguation,experiment_1,0.7453703703703703,0.6111111111111112,0.858912037037037
1233,vocalization,disambiguation,experiment_2_retention,0.6870748299319728,0.5302012471655329,0.8384637188208617
1233,vocalization,familiar,experiment_1,0.6046574770258981,0.5159320175438596,0.6826853592314118
1233,vocalization,familiar,experiment_2_retention,0.5585231193926846,0.4625267425810904,0.6441407867494824
1233,vocalization,retention,experiment_2_retention,0.42833333333333334,0.25991666666666663,0.6059583333333332
1267,name,disambiguation,experiment_1,0.6770833333333334,0.46328125,0.8700520833333332
1267,name,familiar,experiment_1,0.7280864197530864,0.5856558641975309,0.8593364197530864
1267,onomatopoeic,familiar,experiment_1,0.6938596491228071,0.5499122807017545,0.8285745614035087
1267,vocalization,disambiguation,experiment_1,0.7453703703703703,0.6179398148148147,0.8657407407407407
1267,vocalization,disambiguation,experiment_2_retention,0.6632653061224489,0.5083049886621316,0.8180272108843537
1267,vocalization,familiar,experiment_1,0.5878446115288221,0.4753007518796992,0.6987781954887218
1267,vocalization,familiar,experiment_2_retention,0.5613181504485852,0.46416666666666667,0.6485852311939269
1267,vocalization,retention,experiment_2_retention,0.42833333333333334,0.2515833333333334,0.5868333333333332
1300,name,disambiguation,experiment_1,0.6770833333333334,0.4270833333333333,0.8645833333333334
1300,name,familiar,experiment_1,0.733641975308642,0.603966049382716,0.8688271604938271
1300,onomatopoeic,familiar,experiment_1,0.6850877192982456,0.5345833333333334,0.8326754385964911
1300,vocalization,disambiguation,experiment_1,0.7453703703703703,0.6155092592592593,0.8703703703703703
1300,vocalization,disambiguation,experiment_2_retention,0.6964285714285714,0.5323363095238095,0.8480208333333332
1300,vocalization,familiar,experiment_1,0.5957393483709273,0.4758677944862155,0.7001817042606516
1300,vocalization,familiar,experiment_2_retention,0.5717736369910283,0.47594030365769496,0.6596661490683229
1300,vocalization,retention,experiment_2_retention,0.4033333333333333,0.25079166666666663,0.5866666666666667
1333,name,disambiguation,experiment_1,0.7222222222222222,0.4888888888888889,0.9
1333,name,familiar,experiment_1,0.7058641975308642,0.5653703703703703,0.8259876543209876
1333,onomatopoeic,familiar,experiment_1,0.6894736842105263,0.5183333333333333,0.8250219298245614
1333,vocalization,disambiguation,experiment_1,0.7453703703703703,0.6203703703703703,0.8657407407407407
1333,vocalization,disambiguation,experiment_2_retention,0.6964285714285714,0.5493452380952382,0.8253124999999999
1333,vocalization,familiar,experiment_1,0.6399470899470899,0.5338640873015873,0.7338425925925924
1333,vocalization,familiar,experiment_2_retention,0.5717736369910283,0.4665269151138717,0.6572515527950309
1333,vocalization,retention,experiment_2_retention,0.42833333333333334,0.2557083333333333,0.5767499999999999
1367,name,disambiguation,experiment_1,0.7222222222222222,0.5163888888888889,0.9222222222222223
1367,name,familiar,experiment_1,0.696604938271605,0.5576080246913581,0.8319675925925926
1367,onomatopoeic,familiar,experiment_1,0.6894736842105263,0.5363815789473685,0.8255701754385963
1367,vocalization,disambiguation,experiment_1,0.75,0.625,0.8822916666666663
1367,vocalization,disambiguation,experiment_2_retention,0.7130952380952381,0.57375,0.8441369047619047
1367,vocalization,familiar,experiment_1,0.6441729323308271,0.5487687969924813,0.7373887844611529
1367,vocalization,familiar,experiment_2_retention,0.5977570738440303,0.5152562111801242,0.6686076604554866
1367,vocalization,retention,experiment_2_retention,0.42833333333333334,0.275,0.5976249999999999
